Email,Kota,Tanggal Pembelian,Produk Yang Dibeli,Nomor Penjualan,Jumlah Pembelian,Rating,Jasa Pengiriman,Customer Baru,Sales Person,Nama Lengkap,Harga,Nama Barang,Total Harga
Sonal@mex.com,Madiun,2016-07-24,KP0750AJ,36717,5,4.0,Swift Delivery,N,kt-123,Sonal Tjahyawati,18000000.0,Arabica Java 50kg,90000000.0
Nur@ymail.com,Tangerang,2016-07-22,KP0625AF,35112,9,4.0,Wakanda Express,Y,uf-500,Herman Nur,12000000.0,Arabica Flores 25kg,108000000.0
Katini@ymail.com,Prabumulih,2016-07-21,KP0925SG,35614,10,4.0,Cepat Kirim,Y,ul-661,Katini  Hamzah,15000000.0,Sidikalang Gold Blend 25kg,150000000.0
Lucia@icloudx.com,Probolinggo,2016-07-19,KP0925SG,36297,10,4.0,JENT,Y,cg-123,Lucia Anggraini,15000000.0,Sidikalang Gold Blend 25kg,150000000.0
L.@rocketmail.com,Samarinda,2016-07-16,KP0225BB,35984,8,4.0,JENT,N,kh-993,Rachana  L,10000000.0,Breakfast Blend 25kg,80000000.0
Kusnadi@icloudx.com,Palu,2016-07-16,KP0925SG,35694,10,4.0,JENT,N,qa-280,Pitra  Kusnadi ,15000000.0,Sidikalang Gold Blend 25kg,150000000.0
Sonny@mex.com,Tangerang Selatan,2016-07-16,KP0925SG,36318,8,4.0,JENT,N,ha-500,Sonny  Pribadi ,15000000.0,Sidikalang Gold Blend 25kg,120000000.0
Petrus@livex.com,Pekalongan,2016-07-14,KP0850FB,36863,6,4.0,Pru Logistic,N,zy-410,Petrus Sugianto,21000000.0,Flores Blend 50kg,126000000.0
Brett@ymail.com,Bitung,2016-07-14,KP0225BB,35893,10,4.0,Cepat Kirim,Y,zx-221,Kim Brett,10000000.0,Breakfast Blend 25kg,100000000.0
Djauhari@ymail.com,Meulaboh,2016-07-14,KP0150BH,36299,7,5.0,JENT,Y,yl-101,Anil Djauhari,27000000.0,Bali Honey 50kg,189000000.0
Panigoro@gmail.com,Salatiga,2016-07-11,KP0225BB,35808,6,4.0,Wakanda Express,Y,ea-410,Dicky Panigoro,10000000.0,Breakfast Blend 25kg,60000000.0
Veronica@mex.com,Sungai Penuh,2016-07-10,KP0150BH,36959,4,4.0,JENT,N,cc-512,Veronica Yuwono,27000000.0,Bali Honey 50kg,108000000.0
Narpatisuta@ymail.com,Pematangsiantar,2016-07-08,KP0750AJ,36081,4,4.0,Wakanda Express,Y,ow-662,Hong  Narpatisuta,18000000.0,Arabica Java 50kg,72000000.0
Stan@ymail.com,Padang,2016-07-08,KP0150BH,36785,5,4.0,JENT,N,sa-559,Stan  Kam ,27000000.0,Bali Honey 50kg,135000000.0
Ong@rocketmail.com,Padang Sidempuan,2016-07-07,KP0050AG,36390,7,4.0,Cepat Kirim,N,zr-662,Ong Djuwadi,16250000.0,Aceh Gayo 50kg,113750000.0
Solaiman@gmail.com,Blitar,2016-07-07,KP0750AJ,35691,3,4.0,JENT,Y,fi-123,Kasiviswanathan Solaiman ,18000000.0,Arabica Java 50kg,54000000.0
Maramis@outlookx.com,Purwokerto,2016-07-04,KP0850FB,36799,8,4.0,Wakanda Express,N,bx-410,Osbert Maramis,21000000.0,Flores Blend 50kg,168000000.0
Ezeddin@gmail.com,Payakumbuh,2016-07-03,KP0625AF,35397,3,5.0,Pru Logistic,Y,kh-559,Itjendri  Ezeddin,12000000.0,Arabica Flores 25kg,36000000.0
Gen@gmail.com,Kupang,2016-07-03,KP0625AF,36370,7,4.0,Swift Delivery,Y,zk-185,Gen  Kurniawan,12000000.0,Arabica Flores 25kg,84000000.0
Catherine@outlookx.com,Semarang,2016-07-02,KP0150BH,36404,5,4.0,Wakanda Express,Y,du-410,Catherine  Sudjie,27000000.0,Bali Honey 50kg,135000000.0
Johnson@gmail.com,Makassar,2016-07-02,KP0350CF,36541,8,4.0,Swift Delivery,Y,ww-290,Johnson Achmad,35000000.0,Colombie Finest Blend 50kg,280000000.0
Sierah@outlookx.com,Bukittinggi,2016-06-28,KP0750AJ,36355,10,4.0,Pru Logistic,N,ku-559,Sierah  Tjioe,18000000.0,Arabica Java 50kg,180000000.0
Budyanto@ymail.com,Depok,2016-06-28,KP0850FB,36153,9,4.0,JENT,Y,tq-409,Budyanto Eko,21000000.0,Flores Blend 50kg,189000000.0
Gaitini@livex.com,Sawahlunto,2016-06-25,KP0850FB,36211,7,4.0,Pru Logistic,Y,yc-559,Gaitini  Vincent,21000000.0,Flores Blend 50kg,147000000.0
LIANI@gmail.com,Pangkalpinang,2016-06-24,KP0225BB,35403,6,4.0,JENT,Y,zx-120,Junanda  Liani,10000000.0,Breakfast Blend 25kg,60000000.0
Sulistiani@rocketmail.com,Tegal,2016-06-20,KP0925SG,36726,4,4.0,Cepat Kirim,N,sf-410,Sulistiani Sampoerna,15000000.0,Sidikalang Gold Blend 25kg,60000000.0
Djohan@livex.com,Samarinda,2016-06-18,KP0850FB,35242,10,4.0,JENT,Y,um-993,Djohan  Kosasih,21000000.0,Flores Blend 50kg,210000000.0
James@livex.com,Singkawang,2016-06-18,KP0625AF,36701,2,2.0,Pru Logistic,Y,xb-880,Annie James,12000000.0,Arabica Flores 25kg,24000000.0
Kusnadi@ymail.com,Bitung,2016-06-17,KP0625AF,35245,6,4.0,JENT,Y,qr-221,Husni  Kusnadi,12000000.0,Arabica Flores 25kg,72000000.0
Prakash@rocketmail.com,Subulussalam,2016-06-17,KP0425CB,35427,9,4.0,JENT,N,bs-101,Vidhya Prakash,27250000.0,Congo Blue Blend 25kg,245250000.0
Sigit@gmail.com,Mojokerto,2016-06-16,KP0925SG,36269,9,4.0,Cepat Kirim,N,vz-123,Sigit  Patricia,15000000.0,Sidikalang Gold Blend 25kg,135000000.0
Livia@gmail.com,Kediri,2016-06-16,KP0625AF,36968,10,4.0,JENT,Y,xi-123,Erwin Livia ,12000000.0,Arabica Flores 25kg,120000000.0
HERMAN@gmail.com,Jakarta Pusat,2016-06-15,KP0625AF,36814,5,3.0,Swift Delivery,Y,vr-333,Herman  Kiftiah,12000000.0,Arabica Flores 25kg,60000000.0
Steven@gmail.com,Bontang,2016-06-15,KP0150BH,35293,7,4.0,JENT,N,rm-993,Steven Tanoko,27000000.0,Bali Honey 50kg,189000000.0
Sonya@icloudx.com,Bontang,2016-06-14,KP0150BH,36978,6,4.0,Pru Logistic,N,rj-993,Sonya  Madang,27000000.0,Bali Honey 50kg,162000000.0
Anindya@gmail.com,Sibolga,2016-06-14,KP0050AG,35357,10,4.0,JENT,Y,bu-662,Anindya Venture,16250000.0,Aceh Gayo 50kg,162500000.0
Alit@gmail.com,Cimahi,2016-06-12,KP0625AF,36336,3,4.0,JENT,Y,eg-409,Justo Alit ,12000000.0,Arabica Flores 25kg,36000000.0
Tjandra@ymail.com,Bitung,2016-06-12,KP0350CF,35902,4,4.0,Cepat Kirim,Y,gp-221,Budi Tjandra,35000000.0,Colombie Finest Blend 50kg,140000000.0
Chiang@rocketmail.com,Bekasi,2016-06-12,KP0625AF,35656,6,4.0,JENT,N,bv-409,Rony Chiang ,12000000.0,Arabica Flores 25kg,72000000.0
Kristanto@ymail.com,Bogor,2016-06-12,KP0850FB,36177,10,4.0,Wakanda Express,Y,to-409,Kristanto Budiman,21000000.0,Flores Blend 50kg,210000000.0
LiLi@outlookx.com,Mataram,2016-06-09,KP0350CF,36809,8,4.0,Swift Delivery,Y,it-183,Lili Delia,35000000.0,Colombie Finest Blend 50kg,280000000.0
Jackson@ymail.com,Jayapura,2016-06-08,KP0850FB,36324,3,4.0,Wakanda Express,Y,eg-990,Jackson  Herman,21000000.0,Flores Blend 50kg,63000000.0
Anna@livex.com,Tebingtinggi,2016-06-08,KP0750AJ,36218,5,4.0,JENT,Y,ru-662,Anna Phair,18000000.0,Arabica Java 50kg,90000000.0
Nazamudin@ymail.com,Jambi,2016-06-08,KP0925SG,36648,4,4.0,Wakanda Express,N,rc-512,Nazamudin Broto,15000000.0,Sidikalang Gold Blend 25kg,60000000.0
Faizan@outlookx.com,Palangkaraya,2016-06-08,KP0850FB,36615,4,4.0,JENT,Y,yl-992,Faizan Widjaja,21000000.0,Flores Blend 50kg,84000000.0
HASHIM@gmail.com,Pontianak,2016-06-06,KP0850FB,36706,10,2.0,JENT,Y,sg-880,Hashim Adhika ,21000000.0,Flores Blend 50kg,210000000.0
Sukmawati@icloudx.com,Jakarta Barat,2016-06-05,KP0850FB,36981,6,4.0,Swift Delivery,N,yv-333,Sukmawati Rahardja,21000000.0,Flores Blend 50kg,126000000.0
K.@ymail.com,Cilegon,2016-06-04,KP0925SG,36526,6,4.0,JENT,Y,iy-500,K  Husin,15000000.0,Sidikalang Gold Blend 25kg,90000000.0
Maxymilian@mex.com,Bau-Bau,2016-06-03,KP0750AJ,36828,2,4.0,Pru Logistic,Y,pk-250,Maxymilian Woosnam,18000000.0,Arabica Java 50kg,36000000.0
Mirah@gmail.com,Bekasi,2016-06-02,KP0625AF,36590,8,2.0,Cepat Kirim,Y,de-409,Mirah Susanto,12000000.0,Arabica Flores 25kg,96000000.0
MEDINA@ymail.com,Tegal,2016-05-28,KP0850FB,35017,6,4.0,Wakanda Express,Y,hk-410,Medina Prasetyo,21000000.0,Flores Blend 50kg,126000000.0
Agam@gmail.com,Purwokerto,2016-05-27,KP0750AJ,36021,5,1.0,Wakanda Express,Y,pf-410,Agam Iskandar,18000000.0,Arabica Java 50kg,90000000.0
Putri@rocketmail.com,Sawahlunto,2016-05-23,KP0150BH,36967,8,3.0,Swift Delivery,N,vp-559,Prayugi  Putri,27000000.0,Bali Honey 50kg,216000000.0
Totong@outlookx.com,Sorong,2016-05-23,KP0750AJ,35408,3,4.0,JENT,Y,tq-999,Djie Totong ,18000000.0,Arabica Java 50kg,54000000.0
PSP@mex.com,Tangerang Selatan,2016-05-21,KP0850FB,36825,6,4.0,Wakanda Express,N,cx-500,Psp  Handajani,21000000.0,Flores Blend 50kg,126000000.0
Djajasaputra@gmail.com,Ambon,2016-05-19,KP0625AF,35526,10,4.0,Swift Delivery,N,hx-171,Rini  Djajasaputra,12000000.0,Arabica Flores 25kg,120000000.0
Adiwinata@gmail.com,Solok,2016-05-19,KP0925SG,36330,3,4.0,JENT,Y,pj-559,Henry Adiwinata ,15000000.0,Sidikalang Gold Blend 25kg,45000000.0
Sharecorp@ymail.com,Padangpanjang,2016-05-15,KP0425CB,36939,9,4.0,Cepat Kirim,N,ub-559,Sharecorp  Kalim,27250000.0,Congo Blue Blend 25kg,245250000.0
Sinatra@mex.com,Balikpapan,2016-05-14,KP0925SG,36739,8,4.0,Swift Delivery,N,et-993,Sinatra Widjaja,15000000.0,Sidikalang Gold Blend 25kg,120000000.0
Maringka@icloudx.com,Malang,2016-05-13,KP0150BH,36463,3,4.0,Cepat Kirim,N,tv-123,Slamet  Maringka,27000000.0,Bali Honey 50kg,81000000.0
Jopie@ymail.com,Batam,2016-05-11,KP0850FB,36506,2,4.0,JENT,Y,og-809,Jopie  Moelyadi,21000000.0,Flores Blend 50kg,42000000.0
Oka@gmail.com,Padang Sidempuan,2016-05-10,KP0150BH,36401,7,4.0,Wakanda Express,Y,iq-662,Jo  Oka,27000000.0,Bali Honey 50kg,189000000.0
Sugianto@ymail.com,Depok,2016-05-10,KP0750AJ,36441,7,4.0,Wakanda Express,Y,yl-409,Agus Sugianto,18000000.0,Arabica Java 50kg,126000000.0
Widodo@rocketmail.com,Gorontalo,2016-05-09,KP0925SG,35075,8,4.0,JENT,N,vr-983,Nio Widodo ,15000000.0,Sidikalang Gold Blend 25kg,120000000.0
Piet@ymail.com,Lhokseumawe,2016-05-08,KP0150BH,36168,7,4.0,JENT,N,zb-101,Piet  Ronald ,27000000.0,Bali Honey 50kg,189000000.0
Anton@livex.com,Meulaboh,2016-05-07,KP0850FB,35651,5,4.0,JENT,Y,dn-101,Anton  M,21000000.0,Flores Blend 50kg,105000000.0
Halifah@ymail.com,Bau-Bau,2016-05-07,KP0750AJ,36306,7,4.0,JENT,Y,hv-250,Halifah Lianty ,18000000.0,Arabica Java 50kg,126000000.0
Chuck@ymail.com,Makassar,2016-05-05,KP0850FB,35393,4,4.0,JENT,Y,yh-290,James Chuck,21000000.0,Flores Blend 50kg,84000000.0
Rophian@icloudx.com,Jakarta Timur,2016-05-04,KP0925SG,36834,6,4.0,JENT,Y,ul-333,Catherine Rophian ,15000000.0,Sidikalang Gold Blend 25kg,90000000.0
Salman@gmail.com,Palu,2016-05-03,KP0850FB,36367,3,4.0,JENT,Y,ie-280,Hans  Salman,21000000.0,Flores Blend 50kg,63000000.0
Lina@gmail.com,Tasikmalaya,2016-05-03,KP0850FB,35753,5,4.0,Pru Logistic,Y,pb-409,Lina Yick,21000000.0,Flores Blend 50kg,105000000.0
Edwin@livex.com,Lubuklinggau,2016-05-03,KP0150BH,36380,5,1.0,Cepat Kirim,Y,cl-661,Edwin Alicia,27000000.0,Bali Honey 50kg,135000000.0
Edhie@gmail.com,Cimahi,2016-05-02,KP0850FB,35470,4,2.0,Wakanda Express,Y,bc-409,Edhie  Tirtadjaja,21000000.0,Flores Blend 50kg,84000000.0
Gasyanto@gmail.com,Balikpapan,2016-05-01,KP0925SG,36212,10,4.0,Swift Delivery,Y,zx-993,Lydia  Gasyanto,15000000.0,Sidikalang Gold Blend 25kg,150000000.0
Wiryanto@ymail.com,Parepare,2016-04-28,KP0225BB,35156,5,4.0,JENT,N,pm-290,Soetjahjono Wiryanto,10000000.0,Breakfast Blend 25kg,50000000.0
Matthew@icloudx.com,Sungai Penuh,2016-04-26,KP0050AG,36551,6,4.0,Wakanda Express,Y,pl-512,Matthew  Akbar,16250000.0,Aceh Gayo 50kg,97500000.0
Ang@livex.com,Jambi,2016-04-26,KP0625AF,35663,7,4.0,Cepat Kirim,Y,oc-512,Ang  Suo,12000000.0,Arabica Flores 25kg,84000000.0
Indrawati@ymail.com,Jakarta Utara,2016-04-26,KP0625AF,36666,8,4.0,Cepat Kirim,Y,rq-333,Indrawati R,12000000.0,Arabica Flores 25kg,96000000.0
Harijanto@rocketmail.com,Madiun,2016-04-25,KP0150BH,36612,4,4.0,Cepat Kirim,N,nv-123,Setia Harijanto,27000000.0,Bali Honey 50kg,108000000.0
Hendro@gmail.com,Bandung,2016-04-24,KP0150BH,35251,3,4.0,Wakanda Express,Y,nc-409,Hendro  Hasjim,27000000.0,Bali Honey 50kg,81000000.0
Singh@livex.com,Tarakan,2016-04-24,KP0425CB,36766,7,4.0,JENT,Y,dx-994,Lambertus Singh,27250000.0,Congo Blue Blend 25kg,190750000.0
Execorp@ymail.com,Batam,2016-04-23,KP0750AJ,35271,4,4.0,Wakanda Express,Y,lj-809,Execorp Henry,18000000.0,Arabica Java 50kg,72000000.0
Frans@ymail.com,Sawahlunto,2016-04-22,KP0850FB,36817,4,3.0,Swift Delivery,Y,lf-559,John Frans,21000000.0,Flores Blend 50kg,84000000.0
Dwilasmini@ymail.com,Pekanbaru,2016-04-20,KP0150BH,36041,8,4.0,JENT,Y,tg-222,Bambang  Dwilasmini,27000000.0,Bali Honey 50kg,216000000.0
Philip@mex.com,Balikpapan,2016-04-19,KP0750AJ,35048,8,4.0,JENT,N,oa-993,Philip  Binti ,18000000.0,Arabica Java 50kg,144000000.0
Hendra@ymail.com,Binjai,2016-04-17,KP0750AJ,36410,6,4.0,Wakanda Express,Y,uw-662,Hendra Welianto,18000000.0,Arabica Java 50kg,108000000.0
Adnan@ymail.com,Jakarta Pusat,2016-04-16,KP0050AG,36011,8,4.0,Swift Delivery,Y,vr-333,Houston Adnan,16250000.0,Aceh Gayo 50kg,130000000.0
Hilda@ymail.com,Batam,2016-04-15,KP0750AJ,36207,8,4.0,Swift Delivery,Y,of-809,Hilda  Irawan,18000000.0,Arabica Java 50kg,144000000.0
Moelyadi@livex.com,Jayapura,2016-04-13,KP0925SG,36131,4,4.0,Swift Delivery,Y,ct-990,Linda  Moelyadi,15000000.0,Sidikalang Gold Blend 25kg,60000000.0
Gita@ymail.com,Madiun,2016-04-13,KP0425CB,36791,10,4.0,JENT,Y,ie-123,Gita V ,27250000.0,Congo Blue Blend 25kg,272500000.0
Daniel@livex.com,Manado,2016-04-12,KP0850FB,35051,6,1.0,Wakanda Express,Y,fp-221,Daniel Wibowo,21000000.0,Flores Blend 50kg,126000000.0
Darwin@livex.com,Padang Sidempuan,2016-04-11,KP0625AF,35963,8,4.0,JENT,Y,gn-662,Darwin Abner ,12000000.0,Arabica Flores 25kg,96000000.0
Goh@outlookx.com,Tasikmalaya,2016-04-11,KP0625AF,35100,3,4.0,JENT,N,ow-409,Vivien Goh,12000000.0,Arabica Flores 25kg,36000000.0
Muljadi@mex.com,Pangkalpinang,2016-04-10,KP0225BB,35380,8,4.0,JENT,Y,bh-120,Muljadi Aloan,10000000.0,Breakfast Blend 25kg,80000000.0
Joppy@ymail.com,Tasikmalaya,2016-04-09,KP0050AG,35815,8,4.0,Swift Delivery,Y,ow-409,Joppy  Syafari,16250000.0,Aceh Gayo 50kg,130000000.0
Lim@mex.com,Batam,2016-04-09,KP0850FB,36119,10,4.0,JENT,Y,el-809,Lim Santoso,21000000.0,Flores Blend 50kg,210000000.0
Edgardo@gmail.com,Tual,2016-04-07,KP0925SG,36275,9,4.0,Pru Logistic,Y,li-171,Edgardo Tedjasaputra,15000000.0,Sidikalang Gold Blend 25kg,135000000.0
Rahardja@icloudx.com,Tanjungbalai,2016-04-06,KP0850FB,35105,7,4.0,Pru Logistic,N,mj-662,Primanaga  Rahardja,21000000.0,Flores Blend 50kg,147000000.0
Johan@gmail.com,Cilegon,2016-04-06,KP0350CF,35998,7,4.0,JENT,Y,xg-500,Johan Anindyaguna ,35000000.0,Colombie Finest Blend 50kg,245000000.0
Ratna@icloudx.com,Cirebon,2016-04-06,KP0225BB,35173,6,3.0,JENT,N,hk-409,Ratna Sunardio,10000000.0,Breakfast Blend 25kg,60000000.0
BamBang@livex.com,Tebingtinggi,2016-04-05,KP0750AJ,36848,7,4.0,Wakanda Express,Y,qv-662,Bambang  Soegandha,18000000.0,Arabica Java 50kg,126000000.0
Johnny@gmail.com,Bandung,2016-04-02,KP0925SG,36928,3,4.0,Pru Logistic,Y,kd-409,Johnny Tjandra,15000000.0,Sidikalang Gold Blend 25kg,45000000.0
Hioe@outlookx.com,Mojokerto,2016-04-01,KP0925SG,36636,10,4.0,Wakanda Express,Y,kg-123,Miranti Hioe,15000000.0,Sidikalang Gold Blend 25kg,150000000.0
Rustiyan@outlookx.com,Semarang,2016-03-27,KP0925SG,35493,5,4.0,Wakanda Express,N,gf-410,Rustiyan  Muchtar,15000000.0,Sidikalang Gold Blend 25kg,75000000.0
Kusumo@gmail.com,Tegal,2016-03-27,KP0150BH,35539,9,4.0,Wakanda Express,Y,ku-410,Kusumo Halim,27000000.0,Bali Honey 50kg,243000000.0
Ongsoredjo@gmail.com,Langsa,2016-03-26,KP0925SG,35326,10,2.0,Swift Delivery,Y,jj-101,Kusuma  Ongsoredjo,15000000.0,Sidikalang Gold Blend 25kg,150000000.0
Ignanto@gmail.com,Tidore Kepulauan,2016-03-26,KP0350CF,35533,10,4.0,Cepat Kirim,Y,gv-160,Ignanto Hadikusumo,35000000.0,Colombie Finest Blend 50kg,350000000.0
N.@gmail.com,Kotamobagu,2016-03-24,KP0150BH,36109,4,4.0,Cepat Kirim,Y,sq-221,Hesye N,27000000.0,Bali Honey 50kg,108000000.0
RENDOR@ymail.com,Sorong,2016-03-23,KP0750AJ,35259,3,4.0,Pru Logistic,N,yu-999,Rendor Soedibjo,18000000.0,Arabica Java 50kg,54000000.0
Rion@gmail.com,Madiun,2016-03-22,KP0925SG,36536,7,4.0,JENT,N,wo-123,Nugraha Rion,15000000.0,Sidikalang Gold Blend 25kg,105000000.0
Soepono@ymail.com,Kotamobagu,2016-03-22,KP0925SG,36217,5,4.0,Wakanda Express,Y,sd-221,Azir Soepono,15000000.0,Sidikalang Gold Blend 25kg,75000000.0
Devie@icloudx.com,Banjarmasin,2016-03-21,KP0150BH,35855,8,4.0,Cepat Kirim,Y,td-991,Devie Arifkaja,27000000.0,Bali Honey 50kg,216000000.0
Consulting@icloudx.com,Tegal,2016-03-19,KP0750AJ,36344,9,4.0,JENT,N,lc-410,Oei  Consulting,18000000.0,Arabica Java 50kg,162000000.0
Sugiono@livex.com,Serang,2016-03-19,KP0425CB,36737,3,4.0,Cepat Kirim,N,rn-500,Sugiono  Panutomo,27250000.0,Congo Blue Blend 25kg,81750000.0
Nico@outlookx.com,Probolinggo,2016-03-19,KP0625AF,35374,2,4.0,JENT,N,ow-123,Nico D,12000000.0,Arabica Flores 25kg,24000000.0
DJOJOHADIKUSUMO@gmail.com,Bontang,2016-03-19,KP0350CF,35890,7,4.0,Cepat Kirim,Y,cy-993,Marcella Djojohadikusumo,35000000.0,Colombie Finest Blend 50kg,245000000.0
Setiawan@mex.com,Tual,2016-03-18,KP0350CF,35966,3,4.0,Swift Delivery,Y,ho-171,Muhammad  Setiawan,35000000.0,Colombie Finest Blend 50kg,105000000.0
Marathon@ymail.com,Kediri,2016-03-18,KP0750AJ,35500,8,4.0,Cepat Kirim,Y,ln-123,Ilham  Marathon,18000000.0,Arabica Java 50kg,144000000.0
Wijaya@ymail.com,Bima,2016-03-18,KP0750AJ,35188,7,2.0,JENT,Y,dk-183,Giovani Wijaya,18000000.0,Arabica Java 50kg,126000000.0
Ivonny@ymail.com,Pekalongan,2016-03-18,KP0750AJ,36740,2,4.0,Swift Delivery,Y,ut-410,Ivonny Segayir,18000000.0,Arabica Java 50kg,36000000.0
KOROMPIS@livex.com,Banjarmasin,2016-03-15,KP0925SG,35837,5,3.0,JENT,Y,fb-991,Darjoto Korompis,15000000.0,Sidikalang Gold Blend 25kg,75000000.0
Protasius@livex.com,Binjai,2016-03-14,KP0350CF,35544,9,4.0,JENT,N,pk-662,Protasius Deviyanti ,35000000.0,Colombie Finest Blend 50kg,315000000.0
Chu@ymail.com,Palangkaraya,2016-03-13,KP0350CF,35536,8,4.0,JENT,Y,fu-992,Kiki  Chu,35000000.0,Colombie Finest Blend 50kg,280000000.0
Azwien@rocketmail.com,Bandung,2016-03-11,KP0625AF,35496,5,4.0,Cepat Kirim,N,uj-409,Ravi  Azwien,12000000.0,Arabica Flores 25kg,60000000.0
Amy@gmail.com,Jakarta Selatan,2016-03-08,KP0850FB,35329,10,4.0,Cepat Kirim,Y,ly-333,Amy Manoj,21000000.0,Flores Blend 50kg,210000000.0
NORTHSTAR@gmail.com,Ambon,2016-03-07,KP0425CB,36723,3,4.0,Wakanda Express,N,ky-171,Northstar Zainal,27250000.0,Congo Blue Blend 25kg,81750000.0
Hajato@gmail.com,Metro,2016-03-06,KP0925SG,36645,7,4.0,JENT,Y,ac-150,Hajato Tirtawidjaja ,15000000.0,Sidikalang Gold Blend 25kg,105000000.0
Sunjata@ymail.com,Pariaman,2016-03-04,KP0425CB,35213,2,4.0,Wakanda Express,N,wa-559,Na  Sunjata,27250000.0,Congo Blue Blend 25kg,54500000.0
Wijaya@livex.com,Jakarta Timur,2016-03-04,KP0350CF,36505,2,4.0,Wakanda Express,Y,on-333,Denny Wijaya,35000000.0,Colombie Finest Blend 50kg,70000000.0
Wargana@outlookx.com,Manado,2016-03-03,KP0750AJ,35737,6,4.0,Wakanda Express,Y,eg-221,Miana  Wargana,18000000.0,Arabica Java 50kg,108000000.0
Devy@outlookx.com,Madiun,2016-03-03,KP0625AF,36382,4,4.0,JENT,Y,jc-123,Devy Krisnanto,12000000.0,Arabica Flores 25kg,48000000.0
Soetoyo@gmail.com,Purwokerto,2016-03-03,KP0925SG,35396,8,4.0,Cepat Kirim,Y,cx-410,Janti Soetoyo,15000000.0,Sidikalang Gold Blend 25kg,120000000.0
Hunarti@ymail.com,Makassar,2016-03-02,KP0350CF,36484,10,4.0,Wakanda Express,Y,oh-290,Hunarti  Amara,35000000.0,Colombie Finest Blend 50kg,350000000.0
Hadiwardojo@ymail.com,Madiun,2016-03-02,KP0425CB,35460,9,4.0,Pru Logistic,N,jz-123,Sandrawati  Hadiwardojo,27250000.0,Congo Blue Blend 25kg,245250000.0
Thohir@outlookx.com,Pasuruan,2016-03-02,KP0850FB,36490,9,4.0,JENT,Y,dp-123,Charterhouse  Thohir,21000000.0,Flores Blend 50kg,189000000.0
Nanik@gmail.com,Tanjungbalai,2016-03-01,KP0625AF,36379,2,2.0,JENT,N,os-662,Nanik  Christy,12000000.0,Arabica Flores 25kg,24000000.0
Patra@ymail.com,Sabang,2016-03-01,KP0850FB,36333,2,4.0,Swift Delivery,Y,oy-101,Ashwani Patra,21000000.0,Flores Blend 50kg,42000000.0
Michel@rocketmail.com,Malang,2016-02-28,KP0850FB,35665,7,4.0,JENT,Y,ja-123,Michel Ahimsa,21000000.0,Flores Blend 50kg,147000000.0
Agus@ymail.com,Jakarta Utara,2016-02-26,KP0750AJ,35310,10,4.0,JENT,Y,oa-333,Agus Nittyyudo,18000000.0,Arabica Java 50kg,180000000.0
Dicky@livex.com,Meulaboh,2016-02-24,KP0425CB,35980,2,4.0,Swift Delivery,Y,qb-101,Dicky  Brown,27250000.0,Congo Blue Blend 25kg,54500000.0
Melisa@outlookx.com,Tidore Kepulauan,2016-02-24,KP0750AJ,35010,8,4.0,Cepat Kirim,Y,zm-160,Melisa Soedarjo,18000000.0,Arabica Java 50kg,144000000.0
Rudy@livex.com,Banjarmasin,2016-02-23,KP0850FB,35570,5,4.0,Swift Delivery,N,xo-991,Simon Rudy,21000000.0,Flores Blend 50kg,105000000.0
Tulsidas@gmail.com,Singkawang,2016-02-22,KP0850FB,35791,3,4.0,Cepat Kirim,Y,ue-880,John  Tulsidas,21000000.0,Flores Blend 50kg,63000000.0
Chandra@livex.com,Bima,2016-02-22,KP0150BH,36000,3,4.0,Cepat Kirim,Y,sj-183,Chandra Widyawimarta,27000000.0,Bali Honey 50kg,81000000.0
Kumar@icloudx.com,Tebingtinggi,2016-02-21,KP0625AF,35130,7,4.0,JENT,Y,hm-662,Lydia Kumar,12000000.0,Arabica Flores 25kg,84000000.0
Kawano@gmail.com,Cirebon,2016-02-19,KP0425CB,36874,10,1.0,JENT,Y,uu-409,Jusak Kawano ,27250000.0,Congo Blue Blend 25kg,272500000.0
Wiria@gmail.com,Bandar Lampung,2016-02-15,KP0850FB,36754,4,4.0,Cepat Kirim,Y,xc-150,Hansen Wiria,21000000.0,Flores Blend 50kg,84000000.0
Sefrie@ymail.com,Tidore Kepulauan,2016-02-14,KP0925SG,35932,10,4.0,Swift Delivery,N,wh-160,Sefrie Lawanto,15000000.0,Sidikalang Gold Blend 25kg,150000000.0
Denny@ymail.com,Bau-Bau,2016-02-13,KP0350CF,36684,10,4.0,Swift Delivery,Y,nt-250,Eddyanto  Denny,35000000.0,Colombie Finest Blend 50kg,350000000.0
Steven@icloudx.com,Banjarmasin,2016-02-13,KP0750AJ,36176,3,3.0,Cepat Kirim,N,js-991,Steven Widjata,18000000.0,Arabica Java 50kg,54000000.0
Handoko@gmail.com,Tegal,2016-02-11,KP0750AJ,35463,5,4.0,JENT,Y,be-410,Hans  Handoko,18000000.0,Arabica Java 50kg,90000000.0
Williem@ymail.com,Solok,2016-02-07,KP0925SG,36345,8,4.0,Pru Logistic,Y,yr-559,Josef Williem,15000000.0,Sidikalang Gold Blend 25kg,120000000.0
Su@icloudx.com,Tanjungbalai,2016-02-07,KP0425CB,36137,4,5.0,Wakanda Express,N,lu-662,Su Mohanlal,27250000.0,Congo Blue Blend 25kg,109000000.0
Raja@icloudx.com,Pekalongan,2016-02-05,KP0750AJ,36205,3,4.0,Swift Delivery,N,rv-410,Raja  Noegroho,18000000.0,Arabica Java 50kg,54000000.0
