Nama Depan,Nama Belakang,Email,Kota,Tanggal Pembelian,Produk Yang Dibeli,Nomor Penjualan,Jumlah Pembelian,Rating,Jasa Pengiriman,Customer Baru,Sales Person
Septo ,Ong,"Septo@ymailx.com,",Banda Aceh,28-12-2018,KP0850FB,37082,3 buah,N/A,Cepat Kirim,N,Tr-101
Michel,Ahimsa,Michel@rocketmailx.com,Malang,28-2-2018,KP0850FB,37083,7,N/A,JENT,Y,ja-123
Boediyanio,Syafriel,Boediyanio@gmailx.com,Cimahi,28-3-2018,KP0750AJ,37084,4,5,Pru Logistic,Y,rw-409
Soetjahjono,Wiryanto,Wiryanto@ymailx.com,Parepare,28-4-2018,KP0225BB,37085,5,N/A,JENT,N,pm-290
Eddy ,Robert,Robert@livex.com,Pekalongan,28-4-2018,KP0850FB,37086,9 buah,N/A,Pru Logistic,Y,qu-410
Rizal ,Fadjar,Rizal@rocketmailx.com,Padangpanjang,28-4-2018,KP0750AJ,37087,6 buah,4,Wakanda Express,N,va-559
Medina,Prasetyo,MEDINA@ymailx.com,Tegal,28-5-2018,KP0850FB,37088,6,N/A,Wakanda Express,Y,hk-410
Eunice,wiyono ,Eunice@outlookx.com,Madiun,28-5-2018,KP0350CF,37089,3,5,JENT,Y,wt-123
Budyanto,Eko,Budyanto@ymailx.com,Depok,28-6-2018,KP0850FB,37090,9,N/A,JENT,Y,tq-409
sierah ,Tjioe,Sierah@outlookx.com,Bukittinggi,28-6-2018,KP0750AJ,37091,10 buah,4,Pru Logistic,N,ku-559
Richard,padilla,"Padilla@gmailx.com,",Pontianak,28-7-2018,KP0925SG,37092,7,N/A,Cepat Kirim,N,La-880
kaizer ,Subianto,Kaizer@gmailx.com,Manado,28-7-2018,KP0750AJ,37093,9 buah,N/A,Swift Delivery,Y,Nq-221
Hendrik,Hari,Hendrik@ymailx.com,Sibolga,28-8-2018,KP0625AF,37094,4,N/A,Wakanda Express,Y,rm-662
Antonius,Azhari,Azhari@ymailx.com,Banda Aceh,28-8-2018,KP0850FB,37095,9,5,Pru Logistic,Y,Ok-101
Alan,tioniwar,Tioniwar@livex.com,Samarinda,28-8-2018,KP0350CF,37096,2,4,Wakanda Express,Y,Ps-993
Leda,Indra,Indra@rocketmailx.com,Ternate,28-9-2018,KP0625AF,37097,4,4,Swift Delivery,Y,Lx-160
Sujono ,Franklin ,Franklin@outlookx.com,Cilegon,28-9-2018,KP0625AF,37098,10 buah,N/A,JENT,N,Up-500
Peaceland,Hardjodikromo,Peaceland@mex.com,Cirebon,28-11-2018,KP0750AJ,35434,9,N/A,Pru Logistic,N,hu-409
Sugiharto,sutanto,Sutanto@mex.com,Lubuklinggau,28-11-2018,KP0750AJ,35263,4,N/A,JENT,N,en-661
achmad ,Hadeli,Achmad@livex.com,Padang,26-11-2018,KP0150BH,36930,3 buah,3,Swift Delivery,Y,zl-559
"lin, ",Santoso ,"Lin,@ymailx.com",Payakumbuh,25-11-2018,KP0425CB,35693,10 buah,4,JENT,Y,xb-559
"Rasyid,",Soejatno,Soejatno@icloudx.com,Metro,25-11-2018,KP0625AF,35940,5,N/A,Swift Delivery,N,fl-150
Megawati,Tjakra/Ms ,Megawati@livex.com,Lubuklinggau,24-11-2018,KP0150BH,36776,10,N/A,JENT,Y,yk-661
Kiki,Priapantja,Kiki@ymailx.com,Singkawang,23-11-2018,KP0925SG,35912,6,N/A,Wakanda Express,Y,bd-880
Semiwati,widjaja,"Widjaja@icloudx.com,",Binjai,23-11-2018,KP0050AG,36512,5,N/A,Swift Delivery,N,tq-662
Dr.,priasmoro,PRIASMORO@ymailx.com,Tangerang,21-11-2018,KP0625AF,35350,3,4,Wakanda Express,Y,oc-500
Ryandi,Ang,Ryandi@ymailx.com,Kendari,20-11-2018,KP0925SG,36731,2,4,Pru Logistic,N,nm-250
Dedy,B.,Dedy@gmailx.com,Batam,19-11-2016,KP0150BH,36377,3,N/A,JENT,Y,rd-809
Handi,Putihrai,Putihrai@gmailx.com,Palembang,17-11-2016,KP0150BH,35692,10,2,Cepat Kirim,Y,sk-661
johan ,Loengara,Loengara@ymailx.com,Tangerang Selatan,16-11-2016,KP0750AJ,35598,5 buah,N/A,JENT,Y,bb-500
Budi,Setijawati,Budi@gmailx.com,Tidore Kepulauan,16-11-2016,KP0750AJ,36331,5,4,Wakanda Express,Y,mb-160
